DOID 1,DOID 2,Disease 1,Disease 2
DOID:0060068,DOID:10314,705,1380
DOID:0060071,DOID:14566,706,2885
DOID:0060072,DOID:14566,707,2885
DOID:0060073,DOID:0060083,708,718
DOID:0060074,DOID:8791,709,6437
DOID:0060075,DOID:1612,710,3005
DOID:0060076,DOID:1612,711,3005
DOID:0060077,DOID:1612,712,3005
DOID:0060078,DOID:1612,713,3005
DOID:0060079,DOID:1612,714,3005
DOID:0060080,DOID:1612,715,3005
DOID:0060081,DOID:1612,716,3005
DOID:0060082,DOID:0060097,717,731
DOID:0060083,DOID:0050686,718,333
DOID:0060084,DOID:0060072,719,707
DOID:0060085,DOID:0060072,720,707
DOID:0060086,DOID:0050622,721,272
DOID:0060087,DOID:0050622,722,272
DOID:0060088,DOID:0060086,723,721
DOID:0060089,DOID:0060085,724,720
DOID:0060090,DOID:0060115,725,746
DOID:0060091,DOID:0060085,726,720
DOID:0060092,DOID:0060085,727,720
DOID:0060094,DOID:0060123,728,753
DOID:0060095,DOID:0060086,729,721
DOID:0060096,DOID:0060115,730,746
DOID:0060097,DOID:0060085,731,720
DOID:0060098,DOID:0060094,732,728
DOID:0060099,DOID:0060085,733,720
DOID:0060100,DOID:0050686,734,333
DOID:0060101,DOID:0060084,735,719
DOID:0060102,DOID:201,736,3189
DOID:0060103,DOID:3620,737,4009
DOID:0060104,DOID:4205,738,4314
DOID:0060106,DOID:1319,739,2395
DOID:0060108,DOID:1319,740,2395
DOID:0060109,DOID:0060086,741,721
DOID:0060110,DOID:0060086,742,721
DOID:0060111,DOID:0060086,743,721
DOID:0060112,DOID:0060086,744,721
DOID:0060114,DOID:0060086,745,721
DOID:0060115,DOID:0060085,746,720
DOID:0060116,DOID:3093,747,3700
DOID:0060117,DOID:0060085,748,720
DOID:0060118,DOID:7,749,5744
DOID:0060119,DOID:3119,750,3717
DOID:0060121,DOID:0060085,751,720
DOID:0060122,DOID:0050686,752,333
DOID:0060123,DOID:0060099,753,733
DOID:0060125,DOID:2916,754,3611
DOID:0060126,DOID:0060125,755,754
DOID:0060127,DOID:0060125,756,754
DOID:0060128,DOID:0060125,757,754
DOID:0060129,DOID:0060125,758,754
DOID:0060130,DOID:4090,759,4264
DOID:0060131,DOID:4090,760,4264
DOID:0060132,DOID:4090,761,4264
DOID:0060133,DOID:4090,762,4264
DOID:0060134,DOID:4090,763,4264
DOID:0060135,DOID:4090,764,4264
DOID:0060136,DOID:4090,765,4264
DOID:0060137,DOID:4090,766,4264
DOID:0060138,DOID:4090,767,4264
DOID:0060139,DOID:4090,768,4264
DOID:0060140,DOID:4090,769,4264
DOID:0060141,DOID:4090,770,4264
DOID:0060142,DOID:4090,771,4264
DOID:0060143,DOID:4090,772,4264
DOID:0060144,DOID:4090,773,4264
DOID:0060145,DOID:4090,774,4264
DOID:0060146,DOID:4090,775,4264
DOID:0060147,DOID:4090,776,4264
DOID:0060148,DOID:4090,777,4264
DOID:0060149,DOID:4090,778,4264
DOID:0060150,DOID:4090,779,4264
DOID:0060151,DOID:4090,780,4264
DOID:0060152,DOID:4090,781,4264
DOID:0060153,DOID:0060155,782,784
DOID:0060154,DOID:4090,783,4264
DOID:0060155,DOID:4090,784,4264
DOID:0060156,DOID:0060155,785,784
DOID:0060157,DOID:986,786,6816
DOID:0060158,DOID:0014667,787,2
DOID:0060159,DOID:9252,788,6569
DOID:0060160,DOID:12377,789,2152
DOID:0060161,DOID:12377,790,2152
DOID:0060162,DOID:1441,791,2823
DOID:0060163,DOID:4737,792,4613
DOID:0060164,DOID:4737,793,4613
DOID:0060165,DOID:8619,794,6374
DOID:0060166,DOID:3312,795,3837
DOID:0060167,DOID:1596,796,3000
DOID:0060168,DOID:9265,797,6577
DOID:0060169,DOID:0050703,798,350
DOID:0060170,DOID:1827,799,3110
DOID:0060171,DOID:0050703,800,350
DOID:0060172,DOID:0050705,801,352
DOID:0060173,DOID:0050736,802,381
DOID:0060174,DOID:0060176,803,805
DOID:0060175,DOID:0060176,804,805
DOID:0060176,DOID:9252,805,6569
DOID:0060177,DOID:0060176,806,805
DOID:0060178,DOID:10024,807,1271
DOID:0060179,DOID:0050888,808,530
DOID:0060180,DOID:0050589,809,242
DOID:0060181,DOID:0060180,810,809
DOID:0060182,DOID:0060180,811,809
DOID:0060183,DOID:0060182,812,811
DOID:0060184,DOID:0060182,813,811
DOID:0060185,DOID:0060180,814,809
DOID:0060186,DOID:0060180,815,809
DOID:0060187,DOID:0060180,816,809
DOID:0060188,DOID:8778,817,6434
DOID:0060189,DOID:8778,818,6434
DOID:0060190,DOID:8778,819,6434
DOID:0060191,DOID:8778,820,6434
DOID:0060192,DOID:8778,821,6434
DOID:0060193,DOID:332,822,3844
DOID:0060194,DOID:332,823,3844
DOID:0060195,DOID:332,824,3844
DOID:0060196,DOID:332,825,3844
DOID:0060197,DOID:332,826,3844
DOID:0060198,DOID:332,827,3844
DOID:0060199,DOID:332,828,3844
DOID:0060200,DOID:332,829,3844
DOID:0060201,DOID:332,830,3844
DOID:0060202,DOID:332,831,3844
DOID:0060203,DOID:332,832,3844
DOID:0060204,DOID:332,833,3844
DOID:0060205,DOID:332,834,3844
DOID:0060206,DOID:332,835,3844
DOID:0060207,DOID:332,836,3844
DOID:0060208,DOID:332,837,3844
DOID:0060209,DOID:332,838,3844
DOID:0060210,DOID:332,839,3844
DOID:0060211,DOID:332,840,3844
DOID:0060212,DOID:332,841,3844
DOID:0060213,DOID:332,842,3844
DOID:0060214,DOID:332,843,3844
DOID:0060215,DOID:3213,844,3781
DOID:0060216,DOID:5614,845,5134
DOID:0060217,DOID:5614,846,5134
DOID:0060218,DOID:225,847,3303
DOID:0060219,DOID:10619,848,1499
DOID:0060220,DOID:1555,849,2974
DOID:0060221,DOID:225,850,3303
DOID:0060222,DOID:12798,851,2269
DOID:0060223,DOID:0060047,852,686
DOID:0060224,DOID:10273,853,1367
DOID:0060225,DOID:225,854,3303
DOID:0060226,DOID:1934,855,3158
DOID:0060227,DOID:225,856,3303
DOID:0060228,DOID:10941,857,1617
DOID:0060229,DOID:225,858,3303
DOID:0060230,DOID:679,859,5665
DOID:0060231,DOID:225,860,3303
DOID:0060232,DOID:225,861,3303
DOID:0060233,DOID:225,862,3303
DOID:0060234,DOID:12960,863,2314
DOID:0060235,DOID:3146,864,3736
DOID:0060236,DOID:653,865,5560
DOID:0060237,DOID:0050737,866,382
DOID:0060238,DOID:225,867,3303
DOID:0060239,DOID:225,868,3303
DOID:0060240,DOID:0050737,869,382
DOID:0060241,DOID:0050737,870,382
DOID:0060242,DOID:11193,871,1710
DOID:0060243,DOID:4186,872,4302
DOID:0060244,DOID:93,873,6599
DOID:0060245,DOID:2476,874,3390
DOID:0060246,DOID:225,875,3303
DOID:0060247,DOID:2256,876,3306
DOID:0060248,DOID:0050735,877,380
DOID:0060249,DOID:0080010,878,1170
DOID:0060250,DOID:0060249,879,878
DOID:0060251,DOID:0080036,880,1189
DOID:0060252,DOID:10124,881,1303
DOID:0060253,DOID:9884,882,6827
DOID:0060254,DOID:225,883,3303
DOID:0060255,DOID:66,884,5589
DOID:0060256,DOID:10123,885,1302
DOID:0060257,DOID:10123,886,1302
DOID:0060258,DOID:10123,887,1302
DOID:0060259,DOID:0080015,888,1173
DOID:0060260,DOID:5614,889,5134
DOID:0060261,DOID:0060260,890,889
DOID:0060262,DOID:77,891,6036
DOID:0060263,DOID:936,892,6619
DOID:0060264,DOID:1289,893,2292
DOID:0060265,DOID:0060264,894,893
DOID:0060266,DOID:0060264,895,893
DOID:0060267,DOID:0060264,896,893
DOID:0060268,DOID:0060264,897,893
DOID:0060269,DOID:0060264,898,893
DOID:0060270,DOID:0060264,899,893
DOID:0060271,DOID:0060264,900,893
DOID:0060272,DOID:0060264,901,893
DOID:0060273,DOID:0060264,902,893
DOID:0060274,DOID:0060264,903,893
DOID:0060275,DOID:0060264,904,893
DOID:0060276,DOID:0060264,905,893
DOID:0060277,DOID:0060264,906,893
DOID:0060278,DOID:0060264,907,893
DOID:0060279,DOID:0060264,908,893
DOID:0060280,DOID:3952,909,4179
DOID:0060281,DOID:1826,910,3109
DOID:0060282,DOID:9720,911,6752
DOID:0060283,DOID:37,912,4055
DOID:0060284,DOID:582,913,5264
DOID:0060285,DOID:0080074,914,1226
DOID:0060286,DOID:700,915,5745
DOID:0060287,DOID:10124,916,1303
DOID:0060288,DOID:2256,917,3306
DOID:0060289,DOID:225,918,3303
DOID:0060290,DOID:0060289,919,918
DOID:0060291,DOID:225,920,3303
DOID:0060292,DOID:2581,921,3442
DOID:0060293,DOID:2581,922,3442
DOID:0060294,DOID:0050736,923,381
DOID:0060295,DOID:626,924,5456
DOID:0060296,DOID:0050129,925,33
DOID:0060297,DOID:626,926,5456
DOID:0060298,DOID:626,927,5456
DOID:0060299,DOID:626,928,5456
DOID:0060300,DOID:626,929,5456
DOID:0060301,DOID:626,930,5456
DOID:0060302,DOID:626,931,5456
DOID:0060303,DOID:626,932,5456
DOID:0060304,DOID:10123,933,1302
DOID:0060305,DOID:10124,934,1303
DOID:0060306,DOID:0050737,935,382
DOID:0060307,DOID:0050889,936,531
DOID:0060308,DOID:0050889,937,531
DOID:0060309,DOID:0050888,938,530
DOID:0060310,DOID:974,939,6761
DOID:0060311,DOID:974,940,6761
DOID:0060312,DOID:1762,941,3078
DOID:0060313,DOID:3225,942,3787
DOID:0060314,DOID:9942,943,6848
DOID:0060315,DOID:403,944,4220
DOID:0060316,DOID:4501,945,4486
DOID:0060317,DOID:850,946,6319
DOID:0060318,DOID:9119,947,6526
DOID:0060319,DOID:6000,948,5346
DOID:0060320,DOID:5295,949,4929
DOID:0060321,DOID:5295,950,4929
DOID:0060322,DOID:3342,951,3860
DOID:0060323,DOID:3463,952,3927
DOID:0060324,DOID:1091,953,1598
DOID:0060325,DOID:2253,954,3305
DOID:0060326,DOID:0080016,955,1174
DOID:0060327,DOID:0080015,956,1173
DOID:0060328,DOID:1285,957,2285
DOID:0060329,DOID:229,958,3316
DOID:0060330,DOID:0050736,959,381
DOID:0060331,DOID:700,960,5745
DOID:0060332,DOID:700,961,5745
DOID:0060333,DOID:700,962,5745
DOID:0060334,DOID:11717,963,1906
DOID:0060335,DOID:8955,964,6483
DOID:0060336,DOID:0060159,965,788
DOID:0060337,DOID:0050737,966,382
DOID:0060338,DOID:3246,967,3794
DOID:0060339,DOID:225,968,3303
DOID:0060340,DOID:630,969,5474
DOID:0060341,DOID:0080015,970,1173
DOID:0060342,DOID:1934,971,3158
DOID:0060343,DOID:11476,972,1825
DOID:0060344,DOID:2722,973,3517
DOID:0060345,DOID:11102,974,1672
DOID:0060346,DOID:440,975,4429
DOID:0060347,DOID:225,976,3303
DOID:0060348,DOID:0050737,977,382
DOID:0060349,DOID:225,978,3303
DOID:0060350,DOID:9252,979,6569
DOID:0060351,DOID:700,980,5745
DOID:0060352,DOID:225,981,3303
DOID:0060353,DOID:0060379,982,1008
DOID:0060354,DOID:2218,983,3284
DOID:0060355,DOID:332,984,3844
DOID:0060356,DOID:0050737,985,382
DOID:0060357,DOID:3146,986,3736
DOID:0060358,DOID:655,987,5567
DOID:0060359,DOID:12960,988,2314
DOID:0060360,DOID:161,989,3004
DOID:0060361,DOID:3390,990,3893
DOID:0060362,DOID:0060361,991,990
DOID:0060363,DOID:655,992,5567
DOID:0060364,DOID:0050737,993,382
DOID:0060365,DOID:225,994,3303
DOID:0060366,DOID:75,995,5941
DOID:0060367,DOID:14330,996,2807
DOID:0060368,DOID:14330,997,2807
DOID:0060369,DOID:14330,998,2807
DOID:0060370,DOID:14330,999,2807
DOID:0060371,DOID:14330,1000,2807
DOID:0060372,DOID:14330,1001,2807
DOID:0060373,DOID:4501,1002,4486
DOID:0060374,DOID:4501,1003,4486
DOID:0060375,DOID:4501,1004,4486
DOID:0060376,DOID:0050777,1005,422
DOID:0060377,DOID:4501,1006,4486
DOID:0060378,DOID:4501,1007,4486
DOID:0060379,DOID:1934,1008,3158
DOID:0060380,DOID:4501,1009,4486
DOID:0060381,DOID:4501,1010,4486
DOID:0060382,DOID:4501,1011,4486
DOID:0060383,DOID:0060379,1012,1008
DOID:0060384,DOID:0060379,1013,1008
DOID:0060385,DOID:0060379,1014,1008
DOID:0060386,DOID:0050169,1015,62
DOID:0060387,DOID:2256,1016,3306
DOID:0060388,DOID:0080014,1017,1172
DOID:0060389,DOID:0060388,1018,1017
DOID:0060390,DOID:0060388,1019,1017
DOID:0060391,DOID:0060388,1020,1017
DOID:0060392,DOID:0060388,1021,1017
DOID:0060393,DOID:0060388,1022,1017
DOID:0060394,DOID:0060388,1023,1017
DOID:0060395,DOID:0060388,1024,1017
DOID:0060396,DOID:0060388,1025,1017
DOID:0060397,DOID:0060388,1026,1017
DOID:0060398,DOID:0060388,1027,1017
DOID:0060399,DOID:0060388,1028,1017
DOID:0060400,DOID:0060388,1029,1017
DOID:0060401,DOID:0060388,1030,1017
DOID:0060402,DOID:0060388,1031,1017
DOID:0060403,DOID:0060388,1032,1017
DOID:0060404,DOID:0060388,1033,1017
DOID:0060405,DOID:0060388,1034,1017
DOID:0060406,DOID:0060388,1035,1017
DOID:0060407,DOID:0060388,1036,1017
DOID:0060408,DOID:0060388,1037,1017
DOID:0060409,DOID:0060388,1038,1017
DOID:0060410,DOID:0060388,1039,1017
DOID:0060411,DOID:0060388,1040,1017
DOID:0060412,DOID:0060388,1041,1017
DOID:0060413,DOID:0060388,1042,1017
DOID:0060414,DOID:0060388,1043,1017
DOID:0060415,DOID:0060388,1044,1017
DOID:0060416,DOID:0060388,1045,1017
DOID:0060417,DOID:0060388,1046,1017
DOID:0060418,DOID:0060388,1047,1017
DOID:0060419,DOID:0060388,1048,1017
DOID:0060420,DOID:0060388,1049,1017
DOID:0060421,DOID:0060388,1050,1017
DOID:0060422,DOID:0060388,1051,1017
DOID:0060423,DOID:0060388,1052,1017
DOID:0060424,DOID:0060388,1053,1017
DOID:0060425,DOID:0060388,1054,1017
DOID:0060426,DOID:0060388,1055,1017
DOID:0060427,DOID:0060388,1056,1017
DOID:0060428,DOID:0060388,1057,1017
DOID:0060429,DOID:0080014,1058,1172
DOID:0060430,DOID:0060429,1059,1058
DOID:0060431,DOID:0060429,1060,1058
DOID:0060432,DOID:0060429,1061,1058
DOID:0060433,DOID:0060429,1062,1058
DOID:0060434,DOID:0060429,1063,1058
DOID:0060435,DOID:0060429,1064,1058
DOID:0060436,DOID:0060429,1065,1058
DOID:0060437,DOID:0060429,1066,1058
DOID:0060438,DOID:12347,1067,2134
DOID:0060439,DOID:9252,1068,6569
DOID:0060440,DOID:2566,1069,3435
DOID:0060441,DOID:2566,1070,3435
DOID:0060442,DOID:2566,1071,3435
DOID:0060443,DOID:2566,1072,3435
DOID:0060444,DOID:0060441,1073,1070
DOID:0060445,DOID:0060442,1074,1071
DOID:0060446,DOID:0060443,1075,1072
DOID:0060447,DOID:0060440,1076,1069
DOID:0060448,DOID:0060442,1077,1071
DOID:0060449,DOID:0060440,1078,1069
DOID:0060450,DOID:0060440,1079,1069
DOID:0060451,DOID:0060440,1080,1069
DOID:0060452,DOID:0060442,1081,1071
DOID:0060453,DOID:0060441,1082,1070
DOID:0060454,DOID:0060440,1083,1069
DOID:0060455,DOID:0060441,1084,1070
DOID:0060456,DOID:0060442,1085,1071
DOID:0060457,DOID:0060443,1086,1072
DOID:0060458,DOID:0060429,1087,1058
DOID:0060459,DOID:0060429,1088,1058
DOID:0060460,DOID:0060429,1089,1058
DOID:0060461,DOID:0060429,1090,1058
DOID:0060462,DOID:2256,1091,3306
DOID:0060463,DOID:305,1092,3681
DOID:0060464,DOID:0050736,1093,381
DOID:0060465,DOID:2256,1094,3306
DOID:0060466,DOID:3086,1095,3697
DOID:0060467,DOID:11971,1096,1995
DOID:0060468,DOID:0050736,1097,381
DOID:0060469,DOID:225,1098,3303
DOID:0060470,DOID:0050737,1099,382
DOID:0060471,DOID:225,1100,3303
DOID:0060472,DOID:37,1101,4055
DOID:0060473,DOID:225,1102,3303
DOID:0060474,DOID:10780,1103,1544
DOID:0060475,DOID:1827,1104,3110
DOID:0060476,DOID:225,1105,3303
DOID:0060478,DOID:934,1106,6612
DOID:0060479,DOID:225,1107,3303
DOID:0060480,DOID:0060036,1108,675
DOID:0060481,DOID:225,1109,3303
DOID:0060482,DOID:225,1110,3303
DOID:0060483,DOID:225,1111,3303
DOID:0060484,DOID:225,1112,3303
DOID:0060485,DOID:225,1113,3303
DOID:0060486,DOID:225,1114,3303
DOID:0060488,DOID:225,1115,3303
DOID:0060490,DOID:0080027,1116,1182
DOID:0060491,DOID:1289,1117,2292
DOID:0060492,DOID:4377,1118,4415
DOID:0060495,DOID:3044,1119,3678
DOID:0060496,DOID:1205,1120,2019
DOID:0060497,DOID:0060496,1121,1120
DOID:0060498,DOID:0060497,1122,1121
DOID:0060499,DOID:0060004,1123,645
DOID:0060500,DOID:1205,1124,2019
DOID:0060501,DOID:1205,1125,2019
DOID:0060502,DOID:1205,1126,2019
DOID:0060503,DOID:3044,1127,3678
DOID:0060504,DOID:0060503,1128,1127
DOID:0060505,DOID:0060503,1129,1127
DOID:0060506,DOID:0060503,1130,1127
DOID:0060507,DOID:0060503,1131,1127
DOID:0060508,DOID:0060503,1132,1127
DOID:0060509,DOID:0060503,1133,1127
DOID:0060510,DOID:0060503,1134,1127
DOID:0060511,DOID:0060503,1135,1127
DOID:0060512,DOID:0060503,1136,1127
DOID:0060513,DOID:3044,1137,3678
DOID:0060514,DOID:0060513,1138,1137
DOID:0060515,DOID:0060513,1139,1137
DOID:0060516,DOID:0060513,1140,1137
DOID:0060517,DOID:0060513,1141,1137
DOID:0060518,DOID:0060513,1142,1137
DOID:0060519,DOID:0060500,1143,1124
DOID:0060520,DOID:0060519,1144,1143
DOID:0060521,DOID:4376,1145,4414
DOID:0060522,DOID:4376,1146,4414
DOID:0060523,DOID:0060495,1147,1119
DOID:0060524,DOID:0060495,1148,1119
DOID:0060525,DOID:0060524,1149,1148
DOID:0060526,DOID:0060524,1150,1148
DOID:0060527,DOID:0060524,1151,1148
DOID:0060528,DOID:0060524,1152,1148
DOID:0060529,DOID:0060524,1153,1148
DOID:0060530,DOID:0060523,1154,1147
DOID:0060531,DOID:0060530,1155,1154
DOID:0060532,DOID:1205,1156,2019
DOID:0060534,DOID:299,1157,3647
DOID:0060535,DOID:225,1158,3303
DOID:0060536,DOID:700,1159,5745
DOID:0060537,DOID:700,1160,5745
DOID:0060538,DOID:3326,1161,3851
DOID:0070003,DOID:0050687,1162,334
DOID:0070004,DOID:4960,1163,4747
DOID:0080000,DOID:17,1164,3044
DOID:0080001,DOID:65,1165,5546
DOID:0080005,DOID:0080001,1166,1165
DOID:0080006,DOID:0080001,1167,1165
DOID:0080007,DOID:0080010,1168,1170
DOID:0080008,DOID:0080001,1169,1165
DOID:0080010,DOID:0080001,1170,1165
DOID:0080011,DOID:0080005,1171,1166
DOID:0080014,DOID:630,1172,5474
DOID:0080015,DOID:4,1173,6877
DOID:0080016,DOID:0080074,1174,1226
DOID:0080018,DOID:0080008,1175,1169
DOID:0080019,DOID:2256,1176,3306
DOID:0080020,DOID:0080019,1177,1176
DOID:0080021,DOID:0080019,1178,1176
DOID:0080022,DOID:0080019,1179,1176
DOID:0080023,DOID:0080019,1180,1176
DOID:0080026,DOID:2256,1181,3306
DOID:0080027,DOID:2256,1182,3306
DOID:0080028,DOID:0080027,1183,1182
DOID:0080029,DOID:0050950,1184,592
DOID:0080030,DOID:0080027,1185,1182
DOID:0080031,DOID:0080005,1186,1166
DOID:0080032,DOID:4254,1187,4343
DOID:0080033,DOID:4254,1188,4343
DOID:0080036,DOID:205,1189,3204
DOID:0080037,DOID:205,1190,3204
DOID:0080038,DOID:2256,1191,3306
DOID:0080039,DOID:4254,1192,4343
DOID:0080040,DOID:225,1193,3303
DOID:0080041,DOID:2256,1194,3306
DOID:0080042,DOID:0050950,1195,592
DOID:0080043,DOID:2256,1196,3306
DOID:0080044,DOID:2256,1197,3306
DOID:0080045,DOID:2256,1198,3306
DOID:0080046,DOID:0050736,1199,381
DOID:0080047,DOID:2256,1200,3306
DOID:0080049,DOID:2256,1201,3306
DOID:0080050,DOID:0080049,1202,1201
DOID:0080051,DOID:0080049,1203,1201
DOID:0080052,DOID:0080049,1204,1201
DOID:0080053,DOID:4184,1205,4301
DOID:0080054,DOID:0080043,1206,1196
DOID:0080055,DOID:0080043,1207,1196
DOID:0080056,DOID:0080043,1208,1196
DOID:0080057,DOID:0050950,1209,592
DOID:0080058,DOID:0050950,1210,592
DOID:0080059,DOID:0050950,1211,592
DOID:0080060,DOID:0050950,1212,592
DOID:0080061,DOID:0050950,1213,592
DOID:0080062,DOID:0050950,1214,592
DOID:0080063,DOID:0050950,1215,592
DOID:0080064,DOID:0050950,1216,592
DOID:0080065,DOID:0050950,1217,592
DOID:0080066,DOID:0050950,1218,592
DOID:0080067,DOID:10595,1219,1482
DOID:0080068,DOID:10595,1220,1482
DOID:0080069,DOID:10595,1221,1482
DOID:0080070,DOID:3211,1222,3780
DOID:0080071,DOID:3211,1223,3780
DOID:0080072,DOID:5353,1224,4966
DOID:0080073,DOID:0080016,1225,1174
DOID:0080074,DOID:0080015,1226,1173
DOID:0080075,DOID:0050721,1227,366
DOID:0080076,DOID:0050721,1228,366
DOID:0080077,DOID:11705,1229,1900
DOID:0080078,DOID:11705,1230,1900
DOID:0080079,DOID:4123,1231,4275
DOID:0080080,DOID:4123,1232,4275
DOID:0080081,DOID:4123,1233,4275
DOID:0080082,DOID:4123,1234,4275
DOID:0080083,DOID:4123,1235,4275
DOID:0080084,DOID:4123,1236,4275
DOID:0080085,DOID:4123,1237,4275
DOID:0080086,DOID:4123,1238,4275
DOID:0080087,DOID:4123,1239,4275
DOID:0080088,DOID:4123,1240,4275
DOID:0080089,DOID:423,1241,4326
DOID:0080090,DOID:423,1242,4326
DOID:0080091,DOID:423,1243,4326
DOID:0080092,DOID:423,1244,4326
DOID:0080093,DOID:423,1245,4326
DOID:0080094,DOID:423,1246,4326
DOID:0080095,DOID:423,1247,4326
DOID:0080096,DOID:423,1248,4326
DOID:0080097,DOID:423,1249,4326
DOID:0080098,DOID:423,1250,4326
DOID:0080099,DOID:423,1251,4326
DOID:0080100,DOID:423,1252,4326
DOID:0080101,DOID:0080100,1253,1252
DOID:0080102,DOID:0080100,1254,1252
DOID:0080103,DOID:0080100,1255,1252
DOID:0080105,DOID:225,1256,3303
DOID:0080106,DOID:225,1257,3303
DOID:0080107,DOID:225,1258,3303
DOID:0080108,DOID:423,1259,4326
DOID:0080109,DOID:0060123,1260,753
DOID:0080110,DOID:630,1261,5474
DOID:100,DOID:5295,1262,4929
DOID:10003,DOID:2952,1263,3626
DOID:10011,DOID:1781,1264,3085
DOID:10016,DOID:0050736,1265,381
DOID:10017,DOID:0050736,1266,381
DOID:1002,DOID:1005,1267,1285
DOID:10020,DOID:10021,1268,1269
DOID:10021,DOID:10154,1269,1319
DOID:10022,DOID:1737,1270,3062
DOID:10024,DOID:6364,1271,5496
DOID:10027,DOID:9988,1272,6873
DOID:1003,DOID:229,1273,3316
DOID:10030,DOID:9675,1274,6738
DOID:10031,DOID:9675,1275,6738
DOID:10032,DOID:9675,1276,6738
DOID:10033,DOID:10034,1277,1278
DOID:10034,DOID:5614,1278,5134
DOID:10035,DOID:9988,1279,6873
DOID:10039,DOID:9856,1280,6813
DOID:10040,DOID:8923,1281,6469
DOID:10041,DOID:0050736,1282,381
DOID:10044,DOID:8923,1283,6469
DOID:10047,DOID:8923,1284,6469
DOID:1005,DOID:345,1285,3919
DOID:10054,DOID:8923,1286,6469
DOID:10069,DOID:2598,1287,3449
DOID:10070,DOID:2598,1288,3449
DOID:10071,DOID:2598,1289,3449
DOID:10073,DOID:9470,1290,6661
DOID:10074,DOID:883,1291,6444
DOID:10075,DOID:883,1292,6444
DOID:10079,DOID:0050596,1293,248
DOID:10080,DOID:883,1294,6444
DOID:10081,DOID:9588,1295,6705
DOID:10087,DOID:0050624,1296,274
DOID:10095,DOID:331,1297,3835
DOID:10112,DOID:10113,1298,1299
DOID:10113,DOID:2789,1299,3561
DOID:10120,DOID:530,1300,4934
DOID:10122,DOID:10123,1301,1302
DOID:10123,DOID:37,1302,4055
DOID:10124,DOID:5614,1303,5134
DOID:10125,DOID:10126,1304,1305
DOID:10126,DOID:10124,1305,1303
DOID:10127,DOID:6713,1306,5637
DOID:10128,DOID:866,1307,6395
DOID:10131,DOID:10132,1308,1309
DOID:10132,DOID:0060043,1309,682
DOID:10138,DOID:10140,1310,1312
DOID:10139,DOID:4251,1311,4340
DOID:10140,DOID:1400,1312,2680
DOID:10141,DOID:5614,1313,5134
DOID:10146,DOID:3277,1314,3816
DOID:10149,DOID:184,1315,3115
DOID:10151,DOID:10149,1316,1315
DOID:10152,DOID:10153,1317,1318
DOID:10153,DOID:10154,1318,1319
DOID:10154,DOID:10155,1319,1320
DOID:10155,DOID:3119,1320,3717
DOID:10156,DOID:7505,1321,5946
DOID:10159,DOID:0080008,1322,1169
DOID:10174,DOID:1400,1323,2680
DOID:10175,DOID:1210,1324,2032
DOID:10176,DOID:5614,1325,5134
DOID:10177,DOID:1073,1326,1530
DOID:10182,DOID:9352,1327,6617
DOID:10183,DOID:3906,1328,4156
DOID:10184,DOID:3315,1329,3839
DOID:10187,DOID:0050624,1330,274
DOID:10188,DOID:3165,1331,3746
DOID:1019,DOID:3342,1332,3860
DOID:10190,DOID:916,1333,6540
DOID:10192,DOID:3315,1334,3839
DOID:10193,DOID:3315,1335,3839
DOID:10194,DOID:3116,1336,3714
DOID:10195,DOID:0050621,1337,271
DOID:10199,DOID:0060082,1338,717
DOID:10200,DOID:0060097,1339,731
DOID:10201,DOID:0050625,1340,275
DOID:10203,DOID:0060096,1341,730
DOID:10205,DOID:0060097,1342,731
DOID:10206,DOID:10207,1343,1344
DOID:10207,DOID:0050622,1344,272
DOID:10208,DOID:3315,1345,3839
DOID:10209,DOID:0050625,1346,275
DOID:10211,DOID:0060262,1347,891
DOID:1022,DOID:0050338,1348,108
DOID:10223,DOID:633,1349,5483
DOID:1023,DOID:1024,1350,1355
DOID:10230,DOID:1936,1351,3160
DOID:10234,DOID:1787,1352,3088
DOID:10235,DOID:9306,1353,6603
DOID:10236,DOID:0060044,1354,683
DOID:1024,DOID:0050338,1355,108
DOID:10241,DOID:0050737,1356,382
DOID:10242,DOID:0050338,1357,108
DOID:10247,DOID:1532,1358,2969
DOID:1025,DOID:1024,1359,1355
DOID:10250,DOID:934,1360,6612
DOID:10254,DOID:0060262,1361,891
DOID:10261,DOID:2742,1362,3530
DOID:10264,DOID:934,1363,6612
DOID:10265,DOID:285,1364,3586
DOID:10266,DOID:9408,1365,6640
DOID:10272,DOID:10273,1366,1367
DOID:10273,DOID:1287,1367,2289
DOID:10283,DOID:3856,1368,4132
DOID:10286,DOID:10283,1369,1368
DOID:10287,DOID:10286,1370,1369
DOID:10289,DOID:10283,1371,1368
DOID:1029,DOID:896,1372,6485
DOID:10290,DOID:10283,1373,1368
DOID:10293,DOID:9840,1374,6805
DOID:10300,DOID:341,1375,3898
DOID:10301,DOID:10302,1376,1377
DOID:10302,DOID:10854,1377,1580
